chrom	left_start	left_end	right_start	right_end
WestNile_1_50_consensus_40	742	763	1788	1809
WestNile_1_50_consensus_40	742	763	1891	1911
WestNile_1_50_consensus_40	742	763	1950	1967
WestNile_1_50_consensus_40	742	763	2056	2073
WestNile_1_50_consensus_40	742	763	2148	2167
WestNile_1_50_consensus_40	742	763	2233	2252
WestNile_1_50_consensus_40	742	763	2329	2346
WestNile_1_50_consensus_40	742	763	2440	2458
WestNile_1_50_consensus_40	742	763	2557	2576
WestNile_1_50_consensus_40	742	763	2647	2669
WestNile_1_50_consensus_40	742	763	2756	2773
WestNile_1_50_consensus_40	863	882	884	904
WestNile_1_50_consensus_40	863	882	1000	1020
WestNile_1_50_consensus_40	863	882	1114	1132
WestNile_1_50_consensus_40	863	882	1202	1219
WestNile_1_50_consensus_40	863	882	1300	1318
WestNile_1_50_consensus_40	863	882	1409	1430
WestNile_1_50_consensus_40	863	882	1521	1538
WestNile_1_50_consensus_40	863	882	1625	1643
WestNile_1_50_consensus_40	863	882	1706	1723
WestNile_1_50_consensus_40	863	882	1788	1809
WestNile_1_50_consensus_40	863	882	1891	1911
WestNile_1_50_consensus_40	863	882	1950	1967
WestNile_1_50_consensus_40	863	882	2056	2073
WestNile_1_50_consensus_40	863	882	2148	2167
WestNile_1_50_consensus_40	863	882	2233	2252
WestNile_1_50_consensus_40	863	882	2329	2346
WestNile_1_50_consensus_40	863	882	2440	2458
WestNile_1_50_consensus_40	863	882	2557	2576
WestNile_1_50_consensus_40	863	882	2647	2669
WestNile_1_50_consensus_40	863	882	2756	2773
WestNile_1_50_consensus_40	863	882	2830	2854
WestNile_1_50_consensus_40	980	998	1000	1020
WestNile_1_50_consensus_40	980	998	1114	1132
WestNile_1_50_consensus_40	980	998	1202	1219
WestNile_1_50_consensus_40	980	998	1300	1318
WestNile_1_50_consensus_40	980	998	1409	1430
WestNile_1_50_consensus_40	980	998	1521	1538
WestNile_1_50_consensus_40	980	998	1625	1643
WestNile_1_50_consensus_40	980	998	1706	1723
WestNile_1_50_consensus_40	980	998	1788	1809
WestNile_1_50_consensus_40	980	998	1891	1911
WestNile_1_50_consensus_40	980	998	1950	1967
WestNile_1_50_consensus_40	980	998	2056	2073
WestNile_1_50_consensus_40	980	998	2148	2167
WestNile_1_50_consensus_40	980	998	2233	2252
WestNile_1_50_consensus_40	980	998	2329	2346
WestNile_1_50_consensus_40	980	998	2440	2458
WestNile_1_50_consensus_40	980	998	2557	2576
WestNile_1_50_consensus_40	980	998	2647	2669
WestNile_1_50_consensus_40	980	998	2756	2773
WestNile_1_50_consensus_40	980	998	2830	2854
WestNile_1_50_consensus_40	980	998	2944	2962
WestNile_1_50_consensus_40	1095	1112	1114	1132
WestNile_1_50_consensus_40	1095	1112	1202	1219
WestNile_1_50_consensus_40	1095	1112	1300	1318
WestNile_1_50_consensus_40	1095	1112	1409	1430
WestNile_1_50_consensus_40	1095	1112	1521	1538
WestNile_1_50_consensus_40	1095	1112	1625	1643
WestNile_1_50_consensus_40	1095	1112	1706	1723
WestNile_1_50_consensus_40	1095	1112	1788	1809
WestNile_1_50_consensus_40	1095	1112	1891	1911
WestNile_1_50_consensus_40	1095	1112	1950	1967
WestNile_1_50_consensus_40	1095	1112	2056	2073
WestNile_1_50_consensus_40	1095	1112	2148	2167
WestNile_1_50_consensus_40	1095	1112	2233	2252
WestNile_1_50_consensus_40	1095	1112	2329	2346
WestNile_1_50_consensus_40	1095	1112	2440	2458
WestNile_1_50_consensus_40	1095	1112	2557	2576
WestNile_1_50_consensus_40	1095	1112	2647	2669
WestNile_1_50_consensus_40	1095	1112	2756	2773
WestNile_1_50_consensus_40	1095	1112	2830	2854
WestNile_1_50_consensus_40	1095	1112	2944	2962
WestNile_1_50_consensus_40	1095	1112	3063	3080
WestNile_1_50_consensus_40	1183	1200	1202	1219
WestNile_1_50_consensus_40	1183	1200	1300	1318
WestNile_1_50_consensus_40	1183	1200	1409	1430
WestNile_1_50_consensus_40	1183	1200	1521	1538
WestNile_1_50_consensus_40	1183	1200	1625	1643
WestNile_1_50_consensus_40	1183	1200	1706	1723
WestNile_1_50_consensus_40	1183	1200	1788	1809
WestNile_1_50_consensus_40	1183	1200	1891	1911
WestNile_1_50_consensus_40	1183	1200	1950	1967
WestNile_1_50_consensus_40	1183	1200	2056	2073
WestNile_1_50_consensus_40	1183	1200	2148	2167
WestNile_1_50_consensus_40	1183	1200	2233	2252
WestNile_1_50_consensus_40	1183	1200	2329	2346
WestNile_1_50_consensus_40	1183	1200	2440	2458
WestNile_1_50_consensus_40	1183	1200	2557	2576
WestNile_1_50_consensus_40	1183	1200	2647	2669
WestNile_1_50_consensus_40	1183	1200	2756	2773
WestNile_1_50_consensus_40	1183	1200	2830	2854
WestNile_1_50_consensus_40	1183	1200	2944	2962
WestNile_1_50_consensus_40	1183	1200	3063	3080
WestNile_1_50_consensus_40	1183	1200	3159	3175
WestNile_1_50_consensus_40	1278	1298	1300	1318
WestNile_1_50_consensus_40	1278	1298	1409	1430
WestNile_1_50_consensus_40	1278	1298	1521	1538
WestNile_1_50_consensus_40	1278	1298	1625	1643
WestNile_1_50_consensus_40	1278	1298	1706	1723
WestNile_1_50_consensus_40	1278	1298	1788	1809
WestNile_1_50_consensus_40	1278	1298	1891	1911
WestNile_1_50_consensus_40	1278	1298	1950	1967
WestNile_1_50_consensus_40	1278	1298	2056	2073
WestNile_1_50_consensus_40	1278	1298	2148	2167
WestNile_1_50_consensus_40	1278	1298	2233	2252
WestNile_1_50_consensus_40	1278	1298	2329	2346
WestNile_1_50_consensus_40	1278	1298	2440	2458
WestNile_1_50_consensus_40	1278	1298	2557	2576
WestNile_1_50_consensus_40	1278	1298	2647	2669
WestNile_1_50_consensus_40	1278	1298	2756	2773
WestNile_1_50_consensus_40	1278	1298	2830	2854
WestNile_1_50_consensus_40	1278	1298	2944	2962
WestNile_1_50_consensus_40	1278	1298	3063	3080
WestNile_1_50_consensus_40	1278	1298	3159	3175
WestNile_1_50_consensus_40	1278	1298	3229	3244
WestNile_1_50_consensus_40	1388	1407	1409	1430
WestNile_1_50_consensus_40	1388	1407	1521	1538
WestNile_1_50_consensus_40	1388	1407	1625	1643
WestNile_1_50_consensus_40	1388	1407	1706	1723
WestNile_1_50_consensus_40	1388	1407	1788	1809
WestNile_1_50_consensus_40	1388	1407	1891	1911
WestNile_1_50_consensus_40	1388	1407	1950	1967
WestNile_1_50_consensus_40	1388	1407	2056	2073
WestNile_1_50_consensus_40	1388	1407	2148	2167
WestNile_1_50_consensus_40	1388	1407	2233	2252
WestNile_1_50_consensus_40	1388	1407	2329	2346
WestNile_1_50_consensus_40	1388	1407	2440	2458
WestNile_1_50_consensus_40	1388	1407	2557	2576
WestNile_1_50_consensus_40	1388	1407	2647	2669
WestNile_1_50_consensus_40	1388	1407	2756	2773
WestNile_1_50_consensus_40	1388	1407	2830	2854
WestNile_1_50_consensus_40	1388	1407	2944	2962
WestNile_1_50_consensus_40	1388	1407	3063	3080
WestNile_1_50_consensus_40	1388	1407	3159	3175
WestNile_1_50_consensus_40	1388	1407	3229	3244
WestNile_1_50_consensus_40	1388	1407	3343	3359
WestNile_1_50_consensus_40	1501	1519	1521	1538
WestNile_1_50_consensus_40	1501	1519	1625	1643
WestNile_1_50_consensus_40	1501	1519	1706	1723
WestNile_1_50_consensus_40	1501	1519	1788	1809
WestNile_1_50_consensus_40	1501	1519	1891	1911
WestNile_1_50_consensus_40	1501	1519	1950	1967
WestNile_1_50_consensus_40	1501	1519	2056	2073
WestNile_1_50_consensus_40	1501	1519	2148	2167
WestNile_1_50_consensus_40	1501	1519	2233	2252
WestNile_1_50_consensus_40	1501	1519	2329	2346
WestNile_1_50_consensus_40	1501	1519	2440	2458
WestNile_1_50_consensus_40	1501	1519	2557	2576
WestNile_1_50_consensus_40	1501	1519	2647	2669
WestNile_1_50_consensus_40	1501	1519	2756	2773
WestNile_1_50_consensus_40	1501	1519	2830	2854
WestNile_1_50_consensus_40	1501	1519	2944	2962
WestNile_1_50_consensus_40	1501	1519	3063	3080
WestNile_1_50_consensus_40	1501	1519	3159	3175
WestNile_1_50_consensus_40	1501	1519	3229	3244
WestNile_1_50_consensus_40	1501	1519	3343	3359
WestNile_1_50_consensus_40	1501	1519	3458	3474
WestNile_1_50_consensus_40	1608	1623	1625	1643
WestNile_1_50_consensus_40	1608	1623	1706	1723
WestNile_1_50_consensus_40	1608	1623	1788	1809
WestNile_1_50_consensus_40	1608	1623	1891	1911
WestNile_1_50_consensus_40	1608	1623	1950	1967
WestNile_1_50_consensus_40	1608	1623	2056	2073
WestNile_1_50_consensus_40	1608	1623	2148	2167
WestNile_1_50_consensus_40	1608	1623	2233	2252
WestNile_1_50_consensus_40	1608	1623	2329	2346
WestNile_1_50_consensus_40	1608	1623	2440	2458
WestNile_1_50_consensus_40	1608	1623	2557	2576
WestNile_1_50_consensus_40	1608	1623	2647	2669
WestNile_1_50_consensus_40	1608	1623	2756	2773
WestNile_1_50_consensus_40	1608	1623	2830	2854
WestNile_1_50_consensus_40	1608	1623	2944	2962
WestNile_1_50_consensus_40	1608	1623	3063	3080
WestNile_1_50_consensus_40	1608	1623	3159	3175
WestNile_1_50_consensus_40	1608	1623	3229	3244
WestNile_1_50_consensus_40	1608	1623	3343	3359
WestNile_1_50_consensus_40	1608	1623	3458	3474
WestNile_1_50_consensus_40	1608	1623	3529	3548
WestNile_1_50_consensus_40	1683	1704	1706	1723
WestNile_1_50_consensus_40	1683	1704	1788	1809
WestNile_1_50_consensus_40	1683	1704	1891	1911
WestNile_1_50_consensus_40	1683	1704	1950	1967
WestNile_1_50_consensus_40	1683	1704	2056	2073
WestNile_1_50_consensus_40	1683	1704	2148	2167
WestNile_1_50_consensus_40	1683	1704	2233	2252
WestNile_1_50_consensus_40	1683	1704	2329	2346
WestNile_1_50_consensus_40	1683	1704	2440	2458
WestNile_1_50_consensus_40	1683	1704	2557	2576
WestNile_1_50_consensus_40	1683	1704	2647	2669
WestNile_1_50_consensus_40	1683	1704	2756	2773
WestNile_1_50_consensus_40	1683	1704	2830	2854
WestNile_1_50_consensus_40	1683	1704	2944	2962
WestNile_1_50_consensus_40	1683	1704	3063	3080
WestNile_1_50_consensus_40	1683	1704	3159	3175
WestNile_1_50_consensus_40	1683	1704	3229	3244
WestNile_1_50_consensus_40	1683	1704	3343	3359
WestNile_1_50_consensus_40	1683	1704	3458	3474
WestNile_1_50_consensus_40	1683	1704	3529	3548
WestNile_1_50_consensus_40	1683	1704	3642	3660
WestNile_1_50_consensus_40	1767	1786	1788	1809
WestNile_1_50_consensus_40	1767	1786	1891	1911
WestNile_1_50_consensus_40	1767	1786	1950	1967
WestNile_1_50_consensus_40	1767	1786	2056	2073
WestNile_1_50_consensus_40	1767	1786	2148	2167
WestNile_1_50_consensus_40	1767	1786	2233	2252
WestNile_1_50_consensus_40	1767	1786	2329	2346
WestNile_1_50_consensus_40	1767	1786	2440	2458
WestNile_1_50_consensus_40	1767	1786	2557	2576
WestNile_1_50_consensus_40	1767	1786	2647	2669
WestNile_1_50_consensus_40	1767	1786	2756	2773
WestNile_1_50_consensus_40	1767	1786	2830	2854
WestNile_1_50_consensus_40	1767	1786	2944	2962
WestNile_1_50_consensus_40	1767	1786	3063	3080
WestNile_1_50_consensus_40	1767	1786	3159	3175
WestNile_1_50_consensus_40	1767	1786	3229	3244
WestNile_1_50_consensus_40	1767	1786	3343	3359
WestNile_1_50_consensus_40	1767	1786	3458	3474
WestNile_1_50_consensus_40	1767	1786	3529	3548
WestNile_1_50_consensus_40	1767	1786	3642	3660
WestNile_1_50_consensus_40	1767	1786	3726	3745
WestNile_1_50_consensus_40	1870	1889	1891	1911
WestNile_1_50_consensus_40	1870	1889	1950	1967
WestNile_1_50_consensus_40	1870	1889	2056	2073
WestNile_1_50_consensus_40	1870	1889	2148	2167
WestNile_1_50_consensus_40	1870	1889	2233	2252
WestNile_1_50_consensus_40	1870	1889	2329	2346
WestNile_1_50_consensus_40	1870	1889	2440	2458
WestNile_1_50_consensus_40	1870	1889	2557	2576
WestNile_1_50_consensus_40	1870	1889	2647	2669
WestNile_1_50_consensus_40	1870	1889	2756	2773
WestNile_1_50_consensus_40	1870	1889	2830	2854
WestNile_1_50_consensus_40	1870	1889	2944	2962
WestNile_1_50_consensus_40	1870	1889	3063	3080
WestNile_1_50_consensus_40	1870	1889	3159	3175
WestNile_1_50_consensus_40	1870	1889	3229	3244
WestNile_1_50_consensus_40	1870	1889	3343	3359
WestNile_1_50_consensus_40	1870	1889	3458	3474
WestNile_1_50_consensus_40	1870	1889	3529	3548
WestNile_1_50_consensus_40	1870	1889	3642	3660
WestNile_1_50_consensus_40	1870	1889	3726	3745
WestNile_1_50_consensus_40	1870	1889	3838	3857
WestNile_1_50_consensus_40	1930	1948	1950	1967
WestNile_1_50_consensus_40	1930	1948	2056	2073
WestNile_1_50_consensus_40	1930	1948	2148	2167
WestNile_1_50_consensus_40	1930	1948	2233	2252
WestNile_1_50_consensus_40	1930	1948	2329	2346
WestNile_1_50_consensus_40	1930	1948	2440	2458
WestNile_1_50_consensus_40	1930	1948	2557	2576
WestNile_1_50_consensus_40	1930	1948	2647	2669
WestNile_1_50_consensus_40	1930	1948	2756	2773
WestNile_1_50_consensus_40	1930	1948	2830	2854
WestNile_1_50_consensus_40	1930	1948	2944	2962
WestNile_1_50_consensus_40	1930	1948	3063	3080
WestNile_1_50_consensus_40	1930	1948	3159	3175
WestNile_1_50_consensus_40	1930	1948	3229	3244
WestNile_1_50_consensus_40	1930	1948	3343	3359
WestNile_1_50_consensus_40	1930	1948	3458	3474
WestNile_1_50_consensus_40	1930	1948	3529	3548
WestNile_1_50_consensus_40	1930	1948	3642	3660
WestNile_1_50_consensus_40	1930	1948	3726	3745
WestNile_1_50_consensus_40	1930	1948	3838	3857
WestNile_1_50_consensus_40	1930	1948	3943	3963
WestNile_1_50_consensus_40	2032	2054	2056	2073
WestNile_1_50_consensus_40	2032	2054	2148	2167
WestNile_1_50_consensus_40	2032	2054	2233	2252
WestNile_1_50_consensus_40	2032	2054	2329	2346
WestNile_1_50_consensus_40	2032	2054	2440	2458
WestNile_1_50_consensus_40	2032	2054	2557	2576
WestNile_1_50_consensus_40	2032	2054	2647	2669
WestNile_1_50_consensus_40	2032	2054	2756	2773
WestNile_1_50_consensus_40	2032	2054	2830	2854
WestNile_1_50_consensus_40	2032	2054	2944	2962
WestNile_1_50_consensus_40	2032	2054	3063	3080
WestNile_1_50_consensus_40	2032	2054	3159	3175
WestNile_1_50_consensus_40	2032	2054	3229	3244
WestNile_1_50_consensus_40	2032	2054	3343	3359
WestNile_1_50_consensus_40	2032	2054	3458	3474
WestNile_1_50_consensus_40	2032	2054	3529	3548
WestNile_1_50_consensus_40	2032	2054	3642	3660
WestNile_1_50_consensus_40	2032	2054	3726	3745
WestNile_1_50_consensus_40	2032	2054	3838	3857
WestNile_1_50_consensus_40	2032	2054	3943	3963
WestNile_1_50_consensus_40	2032	2054	4051	4070
WestNile_1_50_consensus_40	2128	2146	2148	2167
WestNile_1_50_consensus_40	2128	2146	2233	2252
WestNile_1_50_consensus_40	2128	2146	2329	2346
WestNile_1_50_consensus_40	2128	2146	2440	2458
WestNile_1_50_consensus_40	2128	2146	2557	2576
WestNile_1_50_consensus_40	2128	2146	2647	2669
WestNile_1_50_consensus_40	2128	2146	2756	2773
WestNile_1_50_consensus_40	2128	2146	2830	2854
WestNile_1_50_consensus_40	2128	2146	2944	2962
WestNile_1_50_consensus_40	2128	2146	3063	3080
WestNile_1_50_consensus_40	2128	2146	3159	3175
WestNile_1_50_consensus_40	2128	2146	3229	3244
WestNile_1_50_consensus_40	2128	2146	3343	3359
WestNile_1_50_consensus_40	2128	2146	3458	3474
WestNile_1_50_consensus_40	2128	2146	3529	3548
WestNile_1_50_consensus_40	2128	2146	3642	3660
WestNile_1_50_consensus_40	2128	2146	3726	3745
WestNile_1_50_consensus_40	2128	2146	3838	3857
WestNile_1_50_consensus_40	2128	2146	3943	3963
WestNile_1_50_consensus_40	2128	2146	4051	4070
WestNile_1_50_consensus_40	2214	2231	2233	2252
WestNile_1_50_consensus_40	2214	2231	2329	2346
WestNile_1_50_consensus_40	2214	2231	2440	2458
WestNile_1_50_consensus_40	2214	2231	2557	2576
WestNile_1_50_consensus_40	2214	2231	2647	2669
WestNile_1_50_consensus_40	2214	2231	2756	2773
WestNile_1_50_consensus_40	2214	2231	2830	2854
WestNile_1_50_consensus_40	2214	2231	2944	2962
WestNile_1_50_consensus_40	2214	2231	3063	3080
WestNile_1_50_consensus_40	2214	2231	3159	3175
WestNile_1_50_consensus_40	2214	2231	3229	3244
WestNile_1_50_consensus_40	2214	2231	3343	3359
WestNile_1_50_consensus_40	2214	2231	3458	3474
WestNile_1_50_consensus_40	2214	2231	3529	3548
WestNile_1_50_consensus_40	2214	2231	3642	3660
WestNile_1_50_consensus_40	2214	2231	3726	3745
WestNile_1_50_consensus_40	2214	2231	3838	3857
WestNile_1_50_consensus_40	2214	2231	3943	3963
WestNile_1_50_consensus_40	2214	2231	4051	4070
WestNile_1_50_consensus_40	2214	2231	4160	4178
WestNile_1_50_consensus_40	2214	2231	4222	4238
WestNile_1_50_consensus_40	2308	2327	2329	2346
WestNile_1_50_consensus_40	2308	2327	2440	2458
WestNile_1_50_consensus_40	2308	2327	2557	2576
WestNile_1_50_consensus_40	2308	2327	2647	2669
WestNile_1_50_consensus_40	2308	2327	2756	2773
WestNile_1_50_consensus_40	2308	2327	2830	2854
WestNile_1_50_consensus_40	2308	2327	2944	2962
WestNile_1_50_consensus_40	2308	2327	3063	3080
WestNile_1_50_consensus_40	2308	2327	3159	3175
WestNile_1_50_consensus_40	2308	2327	3229	3244
WestNile_1_50_consensus_40	2308	2327	3343	3359
WestNile_1_50_consensus_40	2308	2327	3458	3474
WestNile_1_50_consensus_40	2308	2327	3529	3548
WestNile_1_50_consensus_40	2308	2327	3642	3660
WestNile_1_50_consensus_40	2308	2327	3726	3745
WestNile_1_50_consensus_40	2308	2327	3838	3857
WestNile_1_50_consensus_40	2308	2327	3943	3963
WestNile_1_50_consensus_40	2308	2327	4051	4070
WestNile_1_50_consensus_40	2308	2327	4160	4178
WestNile_1_50_consensus_40	2308	2327	4222	4238
WestNile_1_50_consensus_40	2418	2438	2440	2458
WestNile_1_50_consensus_40	2418	2438	2557	2576
WestNile_1_50_consensus_40	2418	2438	2647	2669
WestNile_1_50_consensus_40	2418	2438	2756	2773
WestNile_1_50_consensus_40	2418	2438	2830	2854
WestNile_1_50_consensus_40	2418	2438	2944	2962
WestNile_1_50_consensus_40	2418	2438	3063	3080
WestNile_1_50_consensus_40	2418	2438	3159	3175
WestNile_1_50_consensus_40	2418	2438	3229	3244
WestNile_1_50_consensus_40	2418	2438	3343	3359
WestNile_1_50_consensus_40	2418	2438	3458	3474
WestNile_1_50_consensus_40	2418	2438	3529	3548
WestNile_1_50_consensus_40	2418	2438	3642	3660
WestNile_1_50_consensus_40	2418	2438	3726	3745
WestNile_1_50_consensus_40	2418	2438	3838	3857
WestNile_1_50_consensus_40	2418	2438	3943	3963
